Date,Close,High,Low,Open,Volume,symbol,sma_20,sma_50,sma_200,daily_return,volatility,drawdown,rsi,macd,macd_signal,bb_middle,bb_upper,bb_lower,bb_width
2020-10-15,265.0858154296875,267.39160813562887,262.0545148243733,265.9604285478444,15416100,META,259.1996154785156,266.71220153808594,222.2450260925293,-0.018762429503780043,0.019294616164346655,-0.12237172451608269,60.405669949605404,1.3568374579626834,-0.1774423785868498,259.1996154785156,275.5356625279488,242.86356842908248,0.1260499327460399
2020-10-16,264.3006286621094,269.70729998458796,263.67448384515166,265.74175658465003,16622700,META,259.86550827026366,266.72512084960937,222.52405570983888,-0.002962009741280913,0.019152998073058126,-0.12497126801728961,58.138214399452266,1.2090831405956806,0.09986272524965628,259.86550827026366,275.8737372452297,243.85727929529764,0.1232039533181698
2020-10-19,259.7983703613281,266.90455554026005,258.2876944702053,263.90307029702865,13587000,META,260.52394638061526,266.58518310546873,222.78609016418457,-0.01703461063854328,0.019135995344663616,-0.13987704176415333,49.648763483788485,0.7203879774612574,0.2239677756919765,260.52394638061526,275.27376005695254,245.77413270427797,0.11323192267929477
2020-10-20,265.9206848144531,268.04758781197927,261.26936597521654,261.44825585427947,18763200,META,261.1605224609375,266.67582458496094,223.05920639038087,0.02356563840108028,0.01894850134087215,-0.11960769514989987,54.59560748381203,0.8176873589874276,0.3427116923510668,261.1605224609375,275.6745224244935,246.6465224973815,0.11115003007950322
2020-10-21,277.022216796875,281.3157248667519,274.6766608754597,277.84711799551894,28998600,META,262.63691940307615,267.1250546264648,223.3855445098877,0.04174753081042937,0.01988797262884032,-0.08285349027790534,58.8943651099613,1.7701929885930667,0.6282079515994667,262.63691940307615,277.30409776800434,247.96974103814793,0.11169167227717959
2020-10-22,276.41595458984375,280.7194416756075,273.3548390877455,278.15523234413973,16720000,META,264.0576599121094,267.48742034912107,223.69811737060547,-0.0021884966990780574,0.019952917640786407,-0.08486066238700311,64.67541532323628,2.447922146400117,0.9921507905595969,264.0576599121094,278.2528029270689,249.86251689714987,0.10751547991210945
2020-10-23,283.0451354980469,283.49236020552047,275.12396548594063,277.0918148600258,17535200,META,265.5469795227051,267.954342956543,224.02853065490723,0.023982627623791553,0.020076553049295082,-0.06291321642914725,65.75892239324651,3.4798335288531916,1.489687338218316,265.5469795227051,281.15184432121316,249.94211472419704,0.11752997399222005
2020-10-26,275.41217041015625,283.48244575956204,272.5796562344466,281.4251210868162,21322900,META,266.5552642822266,268.26979888916014,224.3219716644287,-0.026967307084997727,0.02135509099880275,-0.08818392348699526,64.0645964082105,3.639757385258463,1.9197013476263454,266.5552642822266,281.962507382577,251.1480211818762,0.11560261727967465
2020-10-27,281.5543518066406,282.7668783431842,274.61710584109073,277.05210735212944,16287200,META,267.62367858886716,268.7096878051758,224.6269915008545,0.022301779138290012,0.021476356010420715,-0.06784880273386015,67.66812959716317,4.2135497216458475,2.378471022430246,267.62367858886716,284.0978731962381,251.14948398149627,0.12311462643542194
2020-10-28,266.0299987792969,277.0818616666197,265.6225072103546,277.0818616666197,23121800,META,267.91040954589846,268.81563385009764,224.8685523223877,-0.05513803259558636,0.025248965135508856,-0.11924578583273546,52.40729705776484,3.376674533196592,2.5781117245835152,267.91040954589846,284.04365227678346,251.7771668150135,0.12043759522618352
